lambda n k
918e-9 2.02421 1.31287e-07
919e-9 2.02404 1.23672e-07
920e-9 2.02387 1.16056e-07
921e-9 2.02371 1.11475e-07
922e-9 2.02354 1.06895e-07
923e-9 2.02338 1.02314e-07
924e-9 2.02321 9.77338e-08
925e-9 2.02305 9.31532e-08
926e-9 2.02288 8.85726e-08
927e-9 2.02272 8.39921e-08
928e-9 2.02255 7.94115e-08
929e-9 2.02239 7.4831e-08
930e-9 2.02222 7.02504e-08
931e-9 2.02206 6.7492e-08
932e-9 2.0219 6.47335e-08
933e-9 2.02175 6.19751e-08
934e-9 2.02159 5.92166e-08
935e-9 2.02143 5.64582e-08
936e-9 2.02127 5.36997e-08
937e-9 2.02111 5.09413e-08
938e-9 2.02096 4.81828e-08
939e-9 2.0208 4.54244e-08
940e-9 2.02064 4.26659e-08
941e-9 2.02049 4.10019e-08
942e-9 2.02034 3.93378e-08
943e-9 2.02018 3.76738e-08
944e-9 2.02003 3.60097e-08
945e-9 2.01988 3.43457e-08
946e-9 2.01973 3.26817e-08
947e-9 2.01958 3.10176e-08
948e-9 2.01942 2.93536e-08
949e-9 2.01927 2.76895e-08
950e-9 2.01912 2.60255e-08
951e-9 2.01898 2.50194e-08
952e-9 2.01883 2.40132e-08
953e-9 2.01869 2.30071e-08
954e-9 2.01854 2.20009e-08
955e-9 2.0184 2.09948e-08
956e-9 2.01825 1.99886e-08
957e-9 2.01811 1.89825e-08
958e-9 2.01796 1.79763e-08
959e-9 2.01782 1.69702e-08
960e-9 2.01767 1.5964e-08
961e-9 2.01753 1.53539e-08
962e-9 2.01739 1.47437e-08
963e-9 2.01725 1.41336e-08
964e-9 2.01711 1.35234e-08
965e-9 2.01698 1.29133e-08
966e-9 2.01684 1.23031e-08
967e-9 2.0167 1.1693e-08
968e-9 2.01656 1.10828e-08
969e-9 2.01642 1.04727e-08
970e-9 2.01628 9.86256e-09
971e-9 2.01615 9.49119e-09
972e-9 2.01601 9.11981e-09
973e-9 2.01588 8.74844e-09
974e-9 2.01574 8.37706e-09
975e-9 2.01561 8.00569e-09
976e-9 2.01548 7.63432e-09
977e-9 2.01534 7.26294e-09
978e-9 2.01521 6.89157e-09
979e-9 2.01507 6.52019e-09
980e-9 2.01494 6.14882e-09
981e-9 2.01481 5.92173e-09
982e-9 2.01468 5.69465e-09
983e-9 2.01455 5.46756e-09
984e-9 2.01442 5.24047e-09
985e-9 2.0143 5.01339e-09
986e-9 2.01417 4.7863e-09
987e-9 2.01404 4.55921e-09
988e-9 2.01391 4.33212e-09
989e-9 2.01378 4.10504e-09
990e-9 2.01365 3.87795e-09
991e-9 2.01353 3.73829e-09
992e-9 2.0134 3.59863e-09
993e-9 2.01328 3.45896e-09
994e-9 2.01315 3.3193e-09
995e-9 2.01303 3.17964e-09
996e-9 2.01291 3.03998e-09
997e-9 2.01278 2.90032e-09
998e-9 2.01266 2.76065e-09
999e-9 2.01253 2.62099e-09
1000e-9 2.01241 2.48133e-09
1001e-9 2.01229 2.39482e-09
1002e-9 2.01217 2.30831e-09
1003e-9 2.01205 2.22179e-09
1004e-9 2.01193 2.13528e-09
1005e-9 2.01182 2.04877e-09
1006e-9 2.0117 1.96226e-09
1007e-9 2.01158 1.87575e-09
1008e-9 2.01146 1.78923e-09
1009e-9 2.01134 1.70272e-09
1010e-9 2.01122 1.61621e-09
1011e-9 2.01111 1.56214e-09
1012e-9 2.01099 1.50807e-09
1013e-9 2.01088 1.454e-09
1014e-9 2.01076 1.39993e-09
1015e-9 2.01065 1.34586e-09
1016e-9 2.01053 1.29178e-09
1017e-9 2.01042 1.23771e-09
1018e-9 2.0103 1.18364e-09
1019e-9 2.01019 1.12957e-09
1020e-9 2.01007 1.0755e-09
1021e-9 2.00996 1.04133e-09
1022e-9 2.00985 1.00715e-09
1023e-9 2.00974 9.72979e-10
1024e-9 2.00963 9.38805e-10
1025e-9 2.00952 9.04632e-10
1026e-9 2.0094 8.70458e-10
1027e-9 2.00929 8.36284e-10
1028e-9 2.00918 8.0211e-10
1029e-9 2.00907 7.67937e-10
1030e-9 2.00896 7.33763e-10
1031e-9 2.00885 7.11866e-10
1032e-9 2.00875 6.8997e-10
1033e-9 2.00864 6.68073e-10
1034e-9 2.00853 6.46176e-10
1035e-9 2.00843 6.2428e-10
1036e-9 2.00832 6.02383e-10
1037e-9 2.00821 5.80486e-10
1038e-9 2.0081 5.58589e-10
1039e-9 2.008 5.36693e-10
1040e-9 2.00789 5.14796e-10
1041e-9 2.00779 5.00529e-10
1042e-9 2.00768 4.86263e-10
1043e-9 2.00758 4.71996e-10
1044e-9 2.00748 4.57729e-10
1045e-9 2.00738 4.43463e-10
1046e-9 2.00727 4.29196e-10
1047e-9 2.00717 4.14929e-10
1048e-9 2.00707 4.00662e-10
1049e-9 2.00696 3.86396e-10
1050e-9 2.00686 3.72129e-10
1051e-9 2.00676 3.62647e-10
1052e-9 2.00666 3.53165e-10
1053e-9 2.00656 3.43682e-10
1054e-9 2.00646 3.342e-10
1055e-9 2.00636 3.24718e-10
1056e-9 2.00626 3.15236e-10
1057e-9 2.00616 3.05754e-10
1058e-9 2.00606 2.96271e-10
1059e-9 2.00596 2.86789e-10
1060e-9 2.00586 2.77307e-10
1061e-9 2.00576 2.70858e-10
1062e-9 2.00567 2.64408e-10
1063e-9 2.00557 2.57959e-10
1064e-9 2.00548 2.51509e-10
1065e-9 2.00538 2.4506e-10
1066e-9 2.00528 2.38611e-10
1067e-9 2.00519 2.32161e-10
1068e-9 2.00509 2.25712e-10
1069e-9 2.005 2.19262e-10
1070e-9 2.0049 2.12813e-10
1071e-9 2.00481 2.08312e-10
1072e-9 2.00471 2.0381e-10
1073e-9 2.00462 1.99309e-10
1074e-9 2.00453 1.94807e-10
1075e-9 2.00444 1.90306e-10
1076e-9 2.00434 1.85805e-10
1077e-9 2.00425 1.81303e-10
1078e-9 2.00416 1.76802e-10
1079e-9 2.00406 1.723e-10
1080e-9 2.00397 1.67799e-10
1081e-9 2.00388 1.64569e-10
1082e-9 2.00379 1.61339e-10
1083e-9 2.0037 1.58109e-10
1084e-9 2.00361 1.54879e-10
1085e-9 2.00352 1.51649e-10
1086e-9 2.00343 1.48418e-10
1087e-9 2.00334 1.45188e-10
1088e-9 2.00325 1.41958e-10
1089e-9 2.00316 1.38728e-10
1090e-9 2.00307 1.35498e-10
1091e-9 2.00298 1.33113e-10
1092e-9 2.0029 1.30729e-10
1093e-9 2.00281 1.28344e-10
1094e-9 2.00272 1.2596e-10
1095e-9 2.00264 1.23575e-10
1096e-9 2.00255 1.2119e-10
1097e-9 2.00246 1.18806e-10
1098e-9 2.00237 1.16421e-10
1099e-9 2.00229 1.14037e-10
1100e-9 2.0022 1.11652e-10
