lambda n k
880e-9 1.63542 0.0
881e-9 1.63529 0.0
882e-9 1.63516 0.0
883e-9 1.63503 0.0
884e-9 1.6349 0.0
885e-9 1.63477 0.0
886e-9 1.63464 0.0
887e-9 1.63458 0.0
888e-9 1.63458 0.0
889e-9 1.63458 0.0
890e-9 1.63458 0.0
891e-9 1.63458 0.0
892e-9 1.63458 0.0
893e-9 1.63458 0.0
894e-9 1.63458 0.0
895e-9 1.63458 0.0
896e-9 1.63458 0.0
897e-9 1.63458 0.0
898e-9 1.63458 0.0
899e-9 1.63458 0.0
900e-9 1.63458 0.0
901e-9 1.63458 0.0
902e-9 1.63458 0.0
903e-9 1.63458 0.0
904e-9 1.63458 0.0
905e-9 1.63458 0.0
906e-9 1.63458 0.0
907e-9 1.63458 0.0
908e-9 1.63458 0.0
909e-9 1.63458 0.0
910e-9 1.63458 0.0
911e-9 1.63458 0.0
912e-9 1.63458 0.0
913e-9 1.63458 0.0
914e-9 1.63458 0.0
915e-9 1.63458 0.0
916e-9 1.63458 0.0
917e-9 1.63458 0.0
918e-9 1.63458 0.0
919e-9 1.63458 0.0
920e-9 1.63458 0.0
921e-9 1.63458 0.0
922e-9 1.63458 0.0
923e-9 1.63458 0.0
924e-9 1.63458 0.0
925e-9 1.63458 0.0
926e-9 1.63458 0.0
927e-9 1.63458 0.0
928e-9 1.63458 0.0
929e-9 1.63458 0.0
930e-9 1.63458 0.0
931e-9 1.63458 0.0
932e-9 1.63458 0.0
933e-9 1.63458 0.0
934e-9 1.63458 0.0
935e-9 1.63458 0.0
936e-9 1.63458 0.0
937e-9 1.63458 0.0
938e-9 1.63458 0.0
939e-9 1.63458 0.0
940e-9 1.63458 0.0
941e-9 1.63458 0.0
942e-9 1.63458 0.0
943e-9 1.63458 0.0
944e-9 1.63458 0.0
945e-9 1.63458 0.0
946e-9 1.63458 0.0
947e-9 1.63458 0.0
948e-9 1.63458 0.0
949e-9 1.63458 0.0
950e-9 1.63458 0.0
951e-9 1.63458 0.0
952e-9 1.63458 0.0
953e-9 1.63458 0.0
954e-9 1.63458 0.0
955e-9 1.63458 0.0
956e-9 1.63458 0.0
957e-9 1.63458 0.0
958e-9 1.63458 0.0
959e-9 1.63458 0.0
960e-9 1.63458 0.0
961e-9 1.63458 0.0
962e-9 1.63458 0.0
963e-9 1.63458 0.0
964e-9 1.63458 0.0
965e-9 1.63458 0.0
966e-9 1.63458 0.0
967e-9 1.63458 0.0
968e-9 1.63458 0.0
969e-9 1.63458 0.0
970e-9 1.63458 0.0
971e-9 1.63458 0.0
972e-9 1.63458 0.0
973e-9 1.63458 0.0
974e-9 1.63458 0.0
975e-9 1.63458 0.0
976e-9 1.63458 0.0
977e-9 1.63458 0.0
978e-9 1.63458 0.0
979e-9 1.63458 0.0
980e-9 1.63458 0.0
981e-9 1.63458 0.0
982e-9 1.63458 0.0
983e-9 1.63458 0.0
984e-9 1.63458 0.0
985e-9 1.63458 0.0
986e-9 1.63458 0.0
987e-9 1.63458 0.0
988e-9 1.63458 0.0
989e-9 1.63458 0.0
990e-9 1.63458 0.0
991e-9 1.63458 0.0
992e-9 1.63458 0.0
993e-9 1.63458 0.0
994e-9 1.63458 0.0
995e-9 1.63458 0.0
996e-9 1.63458 0.0
997e-9 1.63458 0.0
998e-9 1.63458 0.0
999e-9 1.63458 0.0
1000e-9 1.63458 0.0
