lambda n k
868e-9 0.04 6.1134
869e-9 0.04 6.1217
870e-9 0.04 6.13
871e-9 0.04 6.1383
872e-9 0.04 6.1465
873e-9 0.04 6.1548
874e-9 0.04 6.1631
875e-9 0.04 6.1714
876e-9 0.04 6.1797
877e-9 0.04 6.1879
878e-9 0.04 6.1962
879e-9 0.04 6.2045
880e-9 0.04 6.2128
881e-9 0.04 6.2211
882e-9 0.04 6.2293
883e-9 0.04 6.2376
884e-9 0.04 6.2459
885e-9 0.04 6.2542
886e-9 0.04 6.2625
887e-9 0.04 6.2708
888e-9 0.04 6.279
889e-9 0.04 6.2873
890e-9 0.04 6.2956
891e-9 0.04 6.3039
892e-9 0.04 6.3121
893e-9 0.04 6.3195
894e-9 0.04 6.3269
895e-9 0.04 6.3343
896e-9 0.04 6.3417
897e-9 0.04 6.3491
898e-9 0.04 6.3565
899e-9 0.04 6.3639
900e-9 0.04 6.3713
901e-9 0.04 6.3786
902e-9 0.04 6.386
903e-9 0.04 6.3934
904e-9 0.04 6.4008
905e-9 0.04 6.4082
906e-9 0.04 6.4156
907e-9 0.04 6.423
908e-9 0.04 6.4304
909e-9 0.04 6.4377
910e-9 0.04 6.4451
911e-9 0.04 6.4525
912e-9 0.04 6.4599
913e-9 0.04 6.4673
914e-9 0.04 6.4747
915e-9 0.04 6.4821
916e-9 0.04 6.4895
917e-9 0.04 6.4969
918e-9 0.04 6.5042
919e-9 0.04 6.5116
920e-9 0.04 6.519
921e-9 0.04 6.5264
922e-9 0.04 6.5338
923e-9 0.04 6.5412
924e-9 0.04 6.5486
925e-9 0.04 6.556
926e-9 0.04 6.5633
927e-9 0.04 6.5707
928e-9 0.04 6.5781
929e-9 0.04 6.5855
930e-9 0.04 6.5929
931e-9 0.04 6.6003
932e-9 0.04 6.6077
933e-9 0.04 6.6151
934e-9 0.04 6.6225
935e-9 0.04 6.6298
936e-9 0.04 6.6372
937e-9 0.04 6.6446
938e-9 0.04 6.652
939e-9 0.04 6.6594
940e-9 0.04 6.6668
941e-9 0.04 6.6742
942e-9 0.04 6.6816
943e-9 0.04 6.6889
944e-9 0.04 6.6963
945e-9 0.04 6.7037
946e-9 0.04 6.7111
947e-9 0.04 6.7185
948e-9 0.04 6.7259
949e-9 0.04 6.7333
950e-9 0.04 6.7407
951e-9 0.04 6.7481
952e-9 0.04 6.7554
953e-9 0.04 6.7628
954e-9 0.04 6.7702
955e-9 0.04 6.7776
956e-9 0.04 6.785
957e-9 0.04 6.7924
958e-9 0.04 6.7998
959e-9 0.04 6.8072
960e-9 0.04 6.8146
961e-9 0.04 6.8219
962e-9 0.04 6.8293
963e-9 0.04 6.8367
964e-9 0.04 6.8441
965e-9 0.04 6.8515
966e-9 0.04 6.8589
967e-9 0.04 6.8663
968e-9 0.04 6.8737
969e-9 0.04 6.881
970e-9 0.04 6.8884
971e-9 0.04 6.8958
972e-9 0.04 6.9032
973e-9 0.04 6.9106
974e-9 0.04 6.918
975e-9 0.04 6.9254
976e-9 0.04 6.9328
977e-9 0.04 6.9402
978e-9 0.04 6.9475
979e-9 0.04 6.9549
